"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Nahan,0.23,Tonnes,NR,Other,1800,2500,2200,Rs/Quintal
Palampur,0.6,Tonnes,NR,Banana - Ripe,2600,2800,2700,Rs/Quintal
Solan,0.1,Tonnes,NR,Other,1700,2700,2400,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,2,Tonnes,NR,Banana - Ripe,2500,3000,2750,Rs/Quintal
Batote,0.4,Tonnes,NR,Other,2400,2800,2600,Rs/Quintal
Narwal Jammu (F&V),72,Tonnes,NR,Other,2400,2600,2500,Rs/Quintal
Samba,2.5,Tonnes,NR,Banana - Ripe,2800,3000,2900,Rs/Quintal
Udhampur,5,Tonnes,NR,Banana - Ripe,2800,3000,2900,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",185,Tonnes,NR,Elakki Bale,1000,3000,2000,Rs/Quintal
,,,NR,Nauti Bale,700,1500,1100,Rs/Quintal
,,,NR,Nendra Bale,1000,3200,2100,Rs/Quintal
,,,NR,Pachha Bale,600,1500,1050,Rs/Quintal
Channapatana,5,Tonnes,NR,Elakki Bale,1000,1900,1500,Rs/Quintal
,,,NR,Pachha Bale,700,1000,800,Rs/Quintal
Hospet,4,Tonnes,NR,Medium,700,700,700,Rs/Quintal
Mangalore,NR,Tonnes,NR,Elakki Bale,1600,2900,2200,Rs/Quintal
,,,NR,Nendra Bale,2100,2800,2400,Rs/Quintal
,,,NR,Other,1300,1700,1400,Rs/Quintal
,,,NR,Pachha Bale,1300,2000,1600,Rs/Quintal
Kerala,,,,,,,,
Aluva,5,Tonnes,NR,Palayamthodan,1700,3000,2400,Rs/Quintal
,,,NR,Poovan,2800,4000,3400,Rs/Quintal
Angamaly,0.5,Tonnes,NR,Palayamthodan,1800,2200,2000,Rs/Quintal
,,,NR,Poovan,3400,3800,3600,Rs/Quintal
Aroor,NR,Tonnes,NR,Nendra Bale,4200,4400,4300,Rs/Quintal
Athirampuzha,2,Tonnes,NR,Banana - Ripe,4000,4200,4100,Rs/Quintal
,,,NR,Palayamthodan,1500,1700,1600,Rs/Quintal
,,,NR,Poovan,2800,3000,2900,Rs/Quintal
,,,NR,Robusta,1400,1600,1500,Rs/Quintal
Chala,15,Tonnes,NR,Banana - Ripe,4900,4958,4920,Rs/Quintal
,,,NR,Palayamthodan,2000,2050,2023,Rs/Quintal
,,,NR,Poovan,3000,3054,3028,Rs/Quintal
,,,NR,Red Banana,4200,4257,4227,Rs/Quintal
,,,NR,Robusta,1900,1951,1921,Rs/Quintal
Chalakudy,2.7,Tonnes,NR,Nendra Bale,4900,5000,5000,Rs/Quintal
,,,NR,Poovan,3800,4000,3900,Rs/Quintal
Chathanoor,1.2,Tonnes,NR,Banana - Ripe,4000,4300,4200,Rs/Quintal
Ernakulam,4.5,Tonnes,NR,Palayamthodan,2200,2500,2500,Rs/Quintal
Ettumanoor,2.5,Tonnes,NR,Banana - Ripe,3600,3800,3800,Rs/Quintal
Harippad,1,Tonnes,NR,Nendra Bale,3500,5000,4000,Rs/Quintal
Irikkur,0.8,Tonnes,NR,Other,3600,3600,3600,Rs/Quintal
Irityy,1,Tonnes,NR,Nendra Bale,4000,4000,4000,Rs/Quintal
Kallachi,0.6,Tonnes,NR,Nendra Bale,4200,4600,4400,Rs/Quintal
,,,NR,Palayamthodan,2300,2700,2500,Rs/Quintal
,,,NR,Rasakathai,3200,3600,3400,Rs/Quintal
Kanjangadu,2,Tonnes,NR,Other,4400,5000,4500,Rs/Quintal
,,,NR,Other,4000,5000,4500,Rs/Quintal
Kanjirappally,1.2,Tonnes,NR,Banana - Ripe,4400,4800,4600,Rs/Quintal
Kattappana,2.4,Tonnes,NR,Nendra Bale,3600,3700,3700,Rs/Quintal
,,,NR,Nendra Bale,3800,4100,4000,Rs/Quintal
,,,NR,Nendra Bale,3600,3700,3700,Rs/Quintal
,,,NR,Palayamthodan,1900,2200,2100,Rs/Quintal
,,,NR,Palayamthodan,2100,2500,2400,Rs/Quintal
,,,NR,Palayamthodan,1900,2200,2100,Rs/Quintal
,,,NR,Poovan,2600,2700,2700,Rs/Quintal
,,,NR,Poovan,2700,3000,3000,Rs/Quintal
,,,NR,Poovan,2700,2800,2800,Rs/Quintal
,,,NR,Robusta,1000,1200,1200,Rs/Quintal
,,,NR,Robusta,1200,1600,1500,Rs/Quintal
,,,NR,Robusta,1000,1300,1200,Rs/Quintal
Kayamkulam,5,Tonnes,NR,Nendra Bale,4100,4300,4200,Rs/Quintal
,,,NR,Palayamthodan,2100,2300,2200,Rs/Quintal
Koduvayoor,8,Tonnes,NR,Nendra Bale,4000,4400,4200,Rs/Quintal
,,,NR,Palayamthodan,1800,2400,2000,Rs/Quintal
,,,NR,Poovan,2600,3000,2800,Rs/Quintal
Kollam,2.5,Tonnes,NR,Banana - Ripe,4600,4800,4700,Rs/Quintal
,,,NR,Other,3600,4000,3800,Rs/Quintal
,,,NR,Palayamthodan,1600,2000,1800,Rs/Quintal
,,,NR,Poovan,4100,4500,4300,Rs/Quintal
Koovapadi,12.46,Tonnes,NR,Nendra Bale,4000,4200,4100,Rs/Quintal
,,,NR,Nendra Bale,3600,3800,3700,Rs/Quintal
,,,NR,Nendra Bale,3300,3500,3400,Rs/Quintal
,,,NR,Other,3300,3500,3400,Rs/Quintal
,,,NR,Other,3000,3200,3100,Rs/Quintal
,,,NR,Other,2500,2800,2700,Rs/Quintal
,,,NR,Palayamthodan,2000,2200,2100,Rs/Quintal
,,,NR,Palayamthodan,1600,1800,1700,Rs/Quintal
,,,NR,Palayamthodan,1300,1500,1400,Rs/Quintal
,,,NR,Poovan,3300,3500,3400,Rs/Quintal
,,,NR,Poovan,3000,3200,3100,Rs/Quintal
,,,NR,Poovan,2600,2800,2700,Rs/Quintal
,,,NR,Robusta,1600,1800,1700,Rs/Quintal
,,,NR,Robusta,1300,1500,1400,Rs/Quintal
,,,NR,Robusta,1000,1200,1100,Rs/Quintal
Kothamangalam,5,Tonnes,NR,Palayamthodan,2000,2500,2200,Rs/Quintal
,,,NR,Poovan,3000,3500,3200,Rs/Quintal
Kottakkal,2,Tonnes,NR,Palayamthodan,2600,2700,2650,Rs/Quintal
Kottayam,10,Tonnes,NR,Banana - Ripe,4300,4600,4500,Rs/Quintal
,,,NR,Palayamthodan,1300,1600,1500,Rs/Quintal
,,,NR,Poovan,2800,3100,3000,Rs/Quintal
Kuruppanthura,1,Tonnes,NR,Palayamthodan,1800,2600,2200,Rs/Quintal
Kuthuparambu,2.8,Tonnes,NR,Other,3600,4400,4000,Rs/Quintal
Kuttoor,3.2,Tonnes,NR,Nendra Bale,3500,3800,3700,Rs/Quintal
,,,NR,Palayamthodan,1600,1800,1700,Rs/Quintal
Madhavapuram,4.5,Tonnes,NR,Nendra Bale,5000,5400,5200,Rs/Quintal
,,,NR,Palayamthodan,2200,2500,2400,Rs/Quintal
,,,NR,Poovan,3800,4400,4200,Rs/Quintal
,,,NR,Red Banana,3600,4200,3800,Rs/Quintal
,,,NR,Robusta,1800,2300,2100,Rs/Quintal
Manjeri,5,Tonnes,NR,Other,3800,3900,3850,Rs/Quintal
Moovattupuzha,54,Tonnes,NR,Other,4000,4300,4150,Rs/Quintal
,,,NR,Palayamthodan,2100,2350,2250,Rs/Quintal
,,,NR,Poovan,2600,2900,2750,Rs/Quintal
Mukkom,5,Tonnes,NR,Other,3600,4000,3800,Rs/Quintal
Neeleswaram,0.8,Tonnes,NR,Other,5000,5400,5200,Rs/Quintal
Omalloor,0.02,Tonnes,NR,Nendra Bale,3900,4000,4000,Rs/Quintal
,,,NR,Palayamthodan,1200,1300,1300,Rs/Quintal
,,,NR,Robusta,1200,1300,1300,Rs/Quintal
Pala,3,Tonnes,NR,Banana - Ripe,4100,4600,4300,Rs/Quintal
Palakkad,5,Tonnes,NR,Nendra Bale,4400,5400,5000,Rs/Quintal
,,,NR,Palayamthodan,2500,3500,3100,Rs/Quintal
,,,NR,Poovan,3900,5000,4500,Rs/Quintal
Pampady,10,Tonnes,NR,Banana - Ripe,4000,4400,4200,Rs/Quintal
,,,NR,Palayamthodan,1500,1800,1700,Rs/Quintal
,,,NR,Robusta,1500,1900,1800,Rs/Quintal
Pandalam,0.6,Tonnes,NR,Nendra Bale,4500,5000,4500,Rs/Quintal
,,,NR,Palayamthodan,2500,3000,2500,Rs/Quintal
Parappanangadi,8,Tonnes,NR,Nendra Bale,4100,4500,4250,Rs/Quintal
,,,NR,Palayamthodan,1500,1850,1650,Rs/Quintal
,,,NR,Robusta,1000,1650,1500,Rs/Quintal
Pattambi,4,Tonnes,NR,Nendra Bale,3800,5000,4800,Rs/Quintal
,,,NR,Palayamthodan,2200,3000,2800,Rs/Quintal
Payyannur,30,Tonnes,NR,Other,3500,3700,3600,Rs/Quintal
,,,NR,Other,3800,4000,3900,Rs/Quintal
,,,NR,Other,4100,4300,4200,Rs/Quintal
Perinthalmanna,2.9,Tonnes,NR,Other,3200,3800,3500,Rs/Quintal
Perumbavoor,10,Tonnes,NR,Other,3500,4500,4000,Rs/Quintal
,,,NR,Palayamthodan,2000,3000,2500,Rs/Quintal
Pulpally,2,Tonnes,NR,Other,2200,2400,2300,Rs/Quintal
Thalasserry,27.32,Tonnes,NR,Other,4030,4100,4050,Rs/Quintal
,,,NR,Other,3080,3200,3100,Rs/Quintal
Thalayolaparambu,0.8,Tonnes,NR,Banana - Ripe,3700,4100,3900,Rs/Quintal
,,,NR,Palayamthodan,1800,2300,2000,Rs/Quintal
,,,NR,Poovan,3000,3500,3300,Rs/Quintal
,,,NR,Robusta,1600,2000,1900,Rs/Quintal
Thirurrangadi,10,Tonnes,NR,Nendra Bale,4000,4200,4150,Rs/Quintal
,,,NR,Palayamthodan,1500,1750,1650,Rs/Quintal
,,,NR,Robusta,1000,1250,1100,Rs/Quintal
Thodupuzha,10,Tonnes,NR,Nendra Bale,3600,3800,3800,Rs/Quintal
,,,NR,Other,3400,3500,3500,Rs/Quintal
,,,NR,Palayamthodan,1600,1800,1800,Rs/Quintal
,,,NR,Poovan,2600,2800,2800,Rs/Quintal
,,,NR,Robusta,1500,1700,1700,Rs/Quintal
Thrippunithura,3,Tonnes,NR,Palayamthodan,2200,2800,2400,Rs/Quintal
,,,NR,Poovan,3200,4000,3600,Rs/Quintal
Vadakkenchery,0.6,Tonnes,NR,Nendra Bale,3800,4400,4100,Rs/Quintal
,,,NR,Palayamthodan,2000,2500,2250,Rs/Quintal
,,,NR,Poovan,3200,3600,3400,Rs/Quintal
Vandiperiyar,4,Tonnes,NR,Nendra Bale,4200,4200,4200,Rs/Quintal
,,,NR,Other,3500,3500,3500,Rs/Quintal
,,,NR,Palayamthodan,2200,2200,2200,Rs/Quintal
,,,NR,Robusta,1500,1500,1500,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bhopal(F&V),4,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Burhanpur(F&V),200,Tonnes,NR,Khandesh,451,1103,621,Rs/Quintal
Dhar(F&V),2,Tonnes,NR,Other,1200,2000,1600,Rs/Quintal
Guna(F&V),0.4,Tonnes,NR,Other,1200,1300,1200,Rs/Quintal
Maharashtra,,,,,,,,
Chandrapur(Ganjwad),6,Tonnes,NR,Other,700,1400,1000,Rs/Quintal
Jalgaon,1,Tonnes,NR,Khandesh,275,580,385,Rs/Quintal
Karad,3,Tonnes,NR,Other,700,1000,1000,Rs/Quintal
Nagpur,1,Tonnes,NR,Khandesh,450,550,525,Rs/Quintal
Pandharpur,14,Tonnes,NR,Other,800,946,881,Rs/Quintal
Yawal,120,Tonnes,NR,Other,500,984,820,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,15.1,Tonnes,NR,Khandesh,700,1100,917,Rs/Quintal
Odisha,,,,,,,,
Angaura,2.5,Tonnes,NR,Banana - Ripe,2500,3500,3000,Rs/Quintal
Pallahara,3.4,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Punjab,,,,,,,,
Adampur,0.3,Tonnes,NR,Other,2000,2300,2300,Rs/Quintal
Balachaur,0.8,Tonnes,NR,Other,2800,2900,2850,Rs/Quintal
Bariwala,0.05,Tonnes,NR,Other,1700,1850,1800,Rs/Quintal
Bassi Pathana,0.1,Tonnes,NR,Medium,3000,3000,3000,Rs/Quintal
Bathinda,7.1,Tonnes,NR,Other,1100,1200,1150,Rs/Quintal
Bhagta Bhai Ka,0.1,Tonnes,NR,Other,3200,3500,3450,Rs/Quintal
Budalada,1.5,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Chamkaur Sahib,0.1,Tonnes,NR,Other,1700,1730,1720,Rs/Quintal
Dinanagar,1,Tonnes,NR,Medium,2000,2200,2100,Rs/Quintal
Dudhansadhan,0.3,Tonnes,NR,Other,2300,2700,2500,Rs/Quintal
Fazilka,4.5,Tonnes,NR,Other,1100,1300,1200,Rs/Quintal
Firozepur City,0.6,Tonnes,NR,Other,1200,2200,1700,Rs/Quintal
Jalalabad,10,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Jalandhar City(Jalandhar),46,Tonnes,NR,Other,800,1300,1000,Rs/Quintal
Kurali,0.8,Tonnes,NR,Other,1500,1720,1580,Rs/Quintal
Malout,1,Tonnes,NR,Banana - Ripe,1800,2200,2000,Rs/Quintal
Mansa,1.1,Tonnes,NR,Banana - Ripe,1300,1800,1600,Rs/Quintal
Mukerian,0.35,Tonnes,NR,Other,1900,2600,2300,Rs/Quintal
Mukerian(Talwara),0.22,Tonnes,NR,Other,2500,3200,2800,Rs/Quintal
Nabha,12,Tonnes,NR,Other,800,800,800,Rs/Quintal
Patti,8,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Rajpura,1.5,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Sunam,1.5,Tonnes,NR,Other,1100,1400,1400,Rs/Quintal
Zira,1.2,Tonnes,NR,Banana - Ripe,1800,2200,2000,Rs/Quintal
Rajasthan,,,,,,,,
Alwar(FV),28.4,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Chittorgarh,1.5,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Jaipur(F&V),177,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Sriganganagar(F&V),7,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Udaipur(F&V),10,Tonnes,NR,Other,500,1200,850,Rs/Quintal
Tripura,,,,,,,,
Bachaibari,0.05,Tonnes,NR,Champa,890,1010,1000,Rs/Quintal
Melaghar,0.5,Tonnes,NR,Banana - Ripe,1000,1200,1100,Rs/Quintal
,,,NR,Banana - Ripe,700,900,800,Rs/Quintal
Pabiacherra,0.4,Tonnes,NR,Champa,1200,1250,1225,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,1.2,Tonnes,NR,Banana - Ripe,1000,1060,1050,Rs/Quintal
Achnera,3.2,Tonnes,NR,Banana - Ripe,1500,1600,1550,Rs/Quintal
Aligarh,90,Tonnes,NR,Banana - Ripe,2000,2100,2050,Rs/Quintal
Amroha,1.2,Tonnes,NR,Medium,600,650,650,Rs/Quintal
Auraiya,1,Tonnes,NR,Banana - Ripe,2200,2400,2300,Rs/Quintal
Bahraich,225.4,Tonnes,NR,Banana - Ripe,950,1050,1030,Rs/Quintal
Ballia,50,Tonnes,NR,Medium,900,1000,940,Rs/Quintal
Bangarmau,1,Tonnes,NR,Medium,1500,1600,1550,Rs/Quintal
Barabanki,12,Tonnes,NR,Banana - Ripe,2120,2250,2190,Rs/Quintal
Bareilly,12,Tonnes,NR,Banana - Ripe,1925,2050,2000,Rs/Quintal
Bewar,0.6,Tonnes,NR,Banana - Ripe,1500,1780,1600,Rs/Quintal
Bharthna,1.6,Tonnes,NR,Banana - Ripe,2020,2420,2220,Rs/Quintal
Bijnaur,4,Tonnes,NR,Banana - Ripe,2020,2120,2070,Rs/Quintal
Charra,1.8,Tonnes,NR,Banana - Ripe,2020,2120,2070,Rs/Quintal
Chhibramau(Kannuj),4,Tonnes,NR,Banana - Ripe,2300,2450,2400,Rs/Quintal
Chitwadagaon,7,Tonnes,NR,Banana - Ripe,1300,1400,1350,Rs/Quintal
Devband,4,Tonnes,NR,Amruthapani,700,900,800,Rs/Quintal
Dhanura,1,Tonnes,NR,Medium,900,1000,900,Rs/Quintal
Divai,0.6,Tonnes,NR,Banana - Ripe,1180,1200,1190,Rs/Quintal
Etawah,20,Tonnes,NR,Banana - Ripe,1900,2350,2150,Rs/Quintal
Farukhabad,7,Tonnes,NR,Banana - Ripe,2000,2150,2100,Rs/Quintal
Fatehabad,14,Tonnes,NR,Banana - Ripe,1000,1100,1050,Rs/Quintal
Fatehpur,5,Tonnes,NR,Amruthapani,1700,1800,1750,Rs/Quintal
Fatehpur Sikri,5,Tonnes,NR,Banana - Ripe,1800,1850,1820,Rs/Quintal
Firozabad,5,Tonnes,NR,Banana - Ripe,600,800,700,Rs/Quintal
Gangoh,1,Tonnes,NR,Medium,1240,1270,1260,Rs/Quintal
Ghiraur,14,Tonnes,NR,Banana - Ripe,1750,1950,1850,Rs/Quintal
Haathras,2.2,Tonnes,NR,Banana - Ripe,1300,1450,1400,Rs/Quintal
Hardoi,9,Tonnes,NR,Amruthapani,1310,1330,1320,Rs/Quintal
Hargaon (Laharpur),6,Tonnes,NR,Desi(Bontha),500,600,550,Rs/Quintal
Hasanpur,0.3,Tonnes,NR,Banana - Ripe,800,900,850,Rs/Quintal
Jagnair,4,Tonnes,NR,Banana - Ripe,1500,1600,1550,Rs/Quintal
Jarar,0.5,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Jhansi,16.5,Tonnes,NR,Banana - Ripe,1300,1450,1390,Rs/Quintal
Jhijhank,3,Tonnes,NR,Amruthapani,1000,1100,1050,Rs/Quintal
Karvi,5.5,Tonnes,NR,Banana - Ripe,1745,1825,1790,Rs/Quintal
Kasganj,3,Tonnes,NR,Banana - Ripe,2000,2200,2140,Rs/Quintal
Kayamganj,10,Tonnes,NR,Banana - Ripe,2550,2650,2600,Rs/Quintal
Khairagarh,8,Tonnes,NR,Banana - Ripe,1500,1600,1550,Rs/Quintal
Konch,20,Tonnes,NR,Banana - Ripe,1800,2050,1900,Rs/Quintal
Lakhimpur,150,Tonnes,NR,Banana - Ripe,1750,1850,1800,Rs/Quintal
Lucknow,100,Tonnes,NR,Banana - Ripe,1650,1900,1750,Rs/Quintal
Mainpuri,20,Tonnes,NR,Banana - Ripe,1600,1700,1650,Rs/Quintal
Mathura,80,Tonnes,NR,Banana - Ripe,2100,2300,2200,Rs/Quintal
Mauranipur,11,Tonnes,NR,Medium,1700,1800,1750,Rs/Quintal
Mugrabaadshahpur,4.5,Tonnes,NR,Desi(Bontha),1080,1130,1100,Rs/Quintal
Muradabad,11,Tonnes,NR,Medium,800,900,850,Rs/Quintal
Naanpara,5,Tonnes,NR,Banana - Ripe,1500,1650,1600,Rs/Quintal
Paliakala,2.2,Tonnes,NR,Banana - Ripe,1760,1850,1790,Rs/Quintal
Pilibhit,49.5,Tonnes,NR,Banana - Ripe,920,960,940,Rs/Quintal
Pukhrayan,5,Tonnes,NR,Banana - Ripe,2120,2320,2220,Rs/Quintal
Puranpur,3.4,Tonnes,NR,Banana - Ripe,2000,2100,2050,Rs/Quintal
Raath,1.2,Tonnes,NR,Banana - Ripe,1800,2000,1900,Rs/Quintal
Rampur,30,Tonnes,NR,Desi(Bontha),1120,1200,1160,Rs/Quintal
Rasda,12,Tonnes,NR,Banana - Ripe,1000,1200,1100,Rs/Quintal
Ruperdeeha,4,Tonnes,NR,Banana - Ripe,NR,900,800,Rs/Quintal
Rura,6,Tonnes,NR,Banana - Ripe,2200,2600,2400,Rs/Quintal
Safdarganj,3.6,Tonnes,NR,Banana - Ripe,2000,2100,2050,Rs/Quintal
Shahabad(New Mandi),4.2,Tonnes,NR,Banana - Ripe,920,1020,980,Rs/Quintal
Shahjahanpur,32.5,Tonnes,NR,Medium,1700,1800,1755,Rs/Quintal
Shahpur,0.8,Tonnes,NR,Medium,NR,NR,860,Rs/Quintal
Sitapur,225,Tonnes,NR,Banana - Ripe,1650,1850,1750,Rs/Quintal
Tundla,2.5,Tonnes,NR,Banana - Ripe,2400,2500,2420,Rs/Quintal
Unnao,7.5,Tonnes,NR,Medium,1450,1600,1500,Rs/Quintal
Vilthararoad,10,Tonnes,NR,Medium,1500,1600,1550,Rs/Quintal
Vishalpur,7,Tonnes,NR,Banana - Ripe,2000,2125,2050,Rs/Quintal
Uttrakhand,,,,,,,,
Dehradoon,22.5,Tonnes,NR,Other,600,800,700,Rs/Quintal
Manglaur,1.2,Tonnes,NR,Other,600,800,700,Rs/Quintal
Rishikesh,5.7,Tonnes,NR,Other,915,1260,1050,Rs/Quintal
Sitarganj,0.4,Tonnes,NR,Other,700,900,800,Rs/Quintal
West Bengal,,,,,,,,
Mechua,128,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
,,,NR,Other,2000,2700,2400,Rs/Quintal
,,,NR,Other,1500,2500,2100,Rs/Quintal
Siliguri,21,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
,,,NR,Other,1600,2000,1800,Rs/Quintal
,,,NR,Other,1400,1800,1600,Rs/Quintal
Ber(Zizyphus/Borehannu),,,,,,,,
Gujarat,,,,,,,,
Gondal(Veg.market Gondal),1.62,Tonnes,NR,Ber(Zizyphus),1000,2500,1750,Rs/Quintal
Haryana,,,,,,,,
Cheeka,0.01,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Mohindergarh,0.5,Tonnes,NR,Ber(Zizyphus),1500,1500,1500,Rs/Quintal
Shahabad,0.1,Tonnes,NR,Ber(Zizyphus),3000,3000,3000,Rs/Quintal
Himachal Pradesh,,,,,,,,
Kangra,0.15,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Kangra(Baijnath),0.05,Tonnes,NR,Ber(Zizyphus),3500,4000,3500,Rs/Quintal
Palampur,0.01,Tonnes,NR,Other,4000,4500,4500,Rs/Quintal
Madhya Pradesh,,,,,,,,
Ujjain(F&V),0.5,Tonnes,NR,Ber(Zizyphus),900,1100,900,Rs/Quintal
Uttar Pradesh,,,,,,,,
Faizabad,1.2,Tonnes,NR,Ber(Zizyphus),1500,1800,1650,Rs/Quintal
Borehannu,,,,,,,,
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",26,Tonnes,NR,Borehannu,600,800,700,Rs/Quintal
Chikoos(Sapota),,,,,,,,
Chattisgarh,,,,,,,,
Durg,29,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",14.3,Tonnes,NR,Other,2500,3600,3100,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,2500,3600,3100,Rs/Quintal
Bharuch,1.04,Tonnes,NR,Other,1300,1700,1500,Rs/Quintal
Chikhali,98,Tonnes,NR,Other,1380,3225,2302,Rs/Quintal
,,,NR,Other,300,1020,660,Rs/Quintal
Vadodara(Navapura),20,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Valsad,1.05,Tonnes,NR,Other,1100,1500,1300,Rs/Quintal
Haryana,,,,,,,,
Barwala(Hisar),2,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Khanina,0.2,Tonnes,NR,Other,5000,5000,5000,Rs/Quintal
Ladwa,0.2,Tonnes,NR,Sapota,3500,4000,3500,Rs/Quintal
Shahabad,0.4,Tonnes,NR,Sapota,3000,4500,3500,Rs/Quintal
Sirsa,0.4,Tonnes,NR,Other,2400,2400,2400,Rs/Quintal
Thanesar,30,Tonnes,NR,Other,2500,4000,3000,Rs/Quintal
Uklana,0.2,Tonnes,NR,Other,3200,3200,3200,Rs/Quintal
Himachal Pradesh,,,,,,,,
Kangra,0.2,Tonnes,NR,Sapota,4000,4500,4250,Rs/Quintal
Palampur,0.1,Tonnes,NR,Other,4500,5000,5000,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",4,Tonnes,NR,Sapota,1000,2500,1800,Rs/Quintal
Kerala,,,,,,,,
Manjeri,2,Tonnes,NR,Other,2400,2500,2450,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bhopal(F&V),20,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Ujjain(F&V),0.16,Tonnes,NR,Sapota,2000,2500,2000,Rs/Quintal
Maharashtra,,,,,,,,
Amrawati(Frui & Veg. Market),1,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Chandrapur(Ganjwad),11,Tonnes,NR,Other,2200,3000,2600,Rs/Quintal
Fruit Market,88,Tonnes,NR,Other,2700,3700,3200,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,1000,3000,2000,Rs/Quintal
Karad,1,Tonnes,NR,Other,1500,2000,2000,Rs/Quintal
Nagpur,40,Tonnes,NR,Other,1500,2500,2250,Rs/Quintal
Nasik,3,Tonnes,NR,Other,900,1800,1350,Rs/Quintal
Pune,7,Tonnes,NR,Other,1000,3000,2000,Rs/Quintal
Rahuri,1,Tonnes,NR,Other,1100,3500,2695,Rs/Quintal
Solapur,2,Tonnes,NR,Other,1000,3000,2000,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,208.4,Tonnes,NR,Sapota,1600,3100,2300,Rs/Quintal
Punjab,,,,,,,,
Malout,0.8,Tonnes,NR,Sapota,2800,3200,3000,Rs/Quintal
Sirhind,0.2,Tonnes,NR,Other,2800,3600,3000,Rs/Quintal
Rajasthan,,,,,,,,
Sriganganagar(F&V),6,Tonnes,NR,Other,2300,2300,2300,Rs/Quintal
Udaipur(F&V),6.7,Tonnes,NR,Other,800,2000,1400,Rs/Quintal
Uttar Pradesh,,,,,,,,
Baraut,0.2,Tonnes,NR,Sapota,1900,2100,2000,Rs/Quintal
Farukhabad,3,Tonnes,NR,Sapota,2500,2650,2600,Rs/Quintal
Haathras,2.5,Tonnes,NR,Sapota,2000,2200,2100,Rs/Quintal
Mainpuri,3,Tonnes,NR,Sapota,2200,2350,2300,Rs/Quintal
Uttrakhand,,,,,,,,
Kashipur,0.5,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Grapes,,,,,,,,
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",27.8,Tonnes,NR,Other,6000,8500,7300,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,6000,8500,7300,Rs/Quintal
Bharuch,0.76,Tonnes,NR,Other,5000,6500,6000,Rs/Quintal
Haryana,,,,,,,,
Barwala(Hisar),1,Tonnes,NR,Other,10000,10000,10000,Rs/Quintal
Cheeka,0.01,Tonnes,NR,Other,2500,2500,2500,Rs/Quintal
Hissar,1.1,Tonnes,NR,Other,8000,8000,8000,Rs/Quintal
Ladwa,0.3,Tonnes,NR,Green,7000,8000,7200,Rs/Quintal
Mohindergarh,1.1,Tonnes,NR,Black,4000,6000,6000,Rs/Quintal
Naraingarh,0.25,Tonnes,NR,Green,4000,5000,4500,Rs/Quintal
Ratia,0.2,Tonnes,NR,Other,8000,8400,8200,Rs/Quintal
Sampla,0.1,Tonnes,NR,Other,7000,7000,7000,Rs/Quintal
Shahabad,0.2,Tonnes,NR,Green,5355,8000,6000,Rs/Quintal
Sirsa,1,Tonnes,NR,Other,6500,9000,8000,Rs/Quintal
Sonepat,0.6,Tonnes,NR,Other,6000,7000,6000,Rs/Quintal
Thanesar,0.8,Tonnes,NR,Other,4000,8000,6000,Rs/Quintal
